Quarter,Domain,Metric,Region,Provider Code,Provider Name,Numerator,Denominator,% Value,Rank,Rank_Region,Region_Size,Months Covered,Covered Months,Missing Months,Is Complete
Q4 (2024/25),A&E,>12 hours,South East,RN5,Hampshire Hospitals NHS Foundation Trust,2725,31595,0.086,43,7,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North East,RR8,Leeds Teaching Hospitals NHS Trust,5040,57015,0.088,44,15,22,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South West,RNZ,Salisbury NHS Foundation Trust,1215,13620,0.089,45,5,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,2370,26355,0.09,46,4,19,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North East,RCF,Airedale NHS Foundation Trust,1670,18045,0.093,47,16,22,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,Midlands,RBK,Walsall Healthcare NHS Trust,2475,26695,0.093,47,6,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,East,RGR,West Suffolk NHS Foundation Trust,2060,22265,0.093,47,4,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,East,RWG,West Hertfordshire Hospitals Teaching NHS Trust,2305,24545,0.094,50,5,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South East,RN7,Dartford and Gravesham NHS Trust,3270,33365,0.098,51,8,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,London,RKE,Whittington Health NHS Trust,2000,20215,0.099,52,8,18,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South West,RD1,Royal United Hospitals Bath NHS Foundation Trust,2430,24345,0.1,53,6,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,East,RAJ,Mid and South Essex NHS Foundation Trust,9050,88350,0.102,54,6,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,Midlands,RXK,Sandwell and West Birmingham Hospitals NHS Trust,4075,38785,0.105,55,7,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South East,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,3120,29500,0.106,56,9,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North West,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,2830,26025,0.109,57,5,19,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,Midlands,RNA,The Dudley Group NHS Foundation Trust,2980,27325,0.109,57,8,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,East,RQW,The Princess Alexandra Hospital NHS Trust,3155,28985,0.109,57,7,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,East,RGP,James Paget University Hospitals NHS Foundation Trust,2240,20285,0.11,60,8,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,London,RJ6,Croydon Health Services NHS Trust,4245,38105,0.111,61,9,18,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,4290,37860,0.113,62,7,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,Midlands,RL4,The Royal Wolverhampton NHS Trust,4305,38190,0.113,62,9,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South East,RDU,Frimley Health NHS Foundation Trust,7890,69100,0.114,64,10,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South West,RA9,Torbay and South Devon NHS Foundation Trust,2155,18860,0.114,64,8,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South West,RVJ,North Bristol NHS Trust,2880,25145,0.115,66,9,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North West,RMC,Bolton NHS Foundation Trust,2855,23935,0.119,67,6,19,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South East,R1F,Isle of Wight NHS Trust,1760,14690,0.12,68,11,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,Midlands,RWE,University Hospitals of Leicester NHS Trust,8300,69155,0.12,68,10,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South East,RXC,East Sussex Healthcare NHS Trust,3535,28875,0.122,70,12,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,East,RGT,Cambridge University Hospitals NHS Foundation Trust,3840,31170,0.123,71,9,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North East,RNN,North Cumbria Integrated Care NHS Foundation Trust,3180,25770,0.123,71,17,22,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South West,RBD,Dorset County Hospital NHS Foundation Trust,1655,13335,0.124,73,10,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North East,RXP,County Durham and Darlington NHS Foundation Trust,5185,41300,0.126,74,18,22,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,East,RGN,North West Anglia NHS Foundation Trust,5610,44505,0.126,74,10,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,Midlands,RX1,Nottingham University Hospitals NHS Trust,6740,53695,0.126,74,11,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North West,RWJ,Stockport NHS Foundation Trust,3005,23840,0.126,74,7,19,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South East,RYR,University Hospitals Sussex NHS Foundation Trust,8055,64015,0.126,74,13,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,Midlands,RLT,George Eliot Hospital NHS Trust,2650,20445,0.13,79,12,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North East,RXF,Mid Yorkshire Hospitals NHS Trust,6235,47955,0.13,79,19,22,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,London,RVR,Epsom and St Helier University Hospitals NHS Trust,4505,34025,0.132,81,10,18,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North West,RM3,Northern Care Alliance NHS Foundation Trust,10185,75960,0.134,82,8,19,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South East,RTP,Surrey and Sussex Healthcare NHS Trust,3930,29150,0.135,83,14,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,8190,58905,0.139,84,13,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,London,RAX,Kingston Hospital NHS Foundation Trust,2890,20715,0.14,85,11,18,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,4210,29515,0.143,86,14,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,London,RJ2,Lewisham and Greenwich NHS Trust,6465,45300,0.143,86,12,18,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South East,RPA,Medway NHS Foundation Trust,3725,25865,0.144,88,15,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,London,RAL,Royal Free London NHS Foundation Trust,10915,75290,0.145,89,13,18,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,5755,39520,0.146,90,15,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,London,R1H,Barts Health NHS Trust,11055,73995,0.149,91,14,18,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,East,RWH,East and North Hertfordshire NHS Trust,3895,25945,0.15,92,11,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,14970,98795,0.152,93,16,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,East,RDE,East Suffolk and North Essex NHS Foundation Trust,6200,40385,0.154,94,12,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North East,RWA,Hull University Teaching Hospitals NHS Trust,4355,28190,0.154,94,20,22,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,London,RJZ,King's College Hospital NHS Foundation Trust,6985,45070,0.155,96,15,18,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,5370,34650,0.155,96,9,19,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South West,REF,Royal Cornwall Hospitals NHS Trust,2885,18380,0.157,98,11,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North West,REM,Liverpool University Hospitals NHS Foundation Trust,7970,50250,0.159,99,10,19,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,London,RAS,The Hillingdon Hospitals NHS Foundation Trust,2840,17840,0.159,99,16,18,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,Midlands,RLQ,Wye Valley NHS Trust,2755,17330,0.159,99,17,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North West,RJN,East Cheshire NHS Trust,1915,11980,0.16,102,11,19,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,London,R1K,London North West University Healthcare NHS Trust,6560,40635,0.161,103,17,18,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,Midlands,RNS,Northampton General Hospital NHS Trust,5165,31915,0.162,104,18,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,East,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",3130,19085,0.164,105,13,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North West,RBT,Mid Cheshire Hospitals NHS Foundation Trust,3855,23305,0.165,106,12,19,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North West,RXR,East Lancashire Hospitals NHS Trust,5950,35275,0.169,107,13,19,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South East,RHU,Portsmouth Hospitals University National Health Service Trust,5915,35080,0.169,107,16,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,Midlands,RJE,University Hospitals of North Midlands NHS Trust,7350,43355,0.17,109,19,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North East,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,4605,25990,0.177,110,21,22,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South West,RN3,Great Western Hospitals NHS Foundation Trust,2805,15800,0.178,111,12,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North East,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,5500,30680,0.179,112,22,22,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,5445,30225,0.18,113,20,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North West,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,9255,50655,0.183,114,14,19,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,London,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",8435,45880,0.184,115,18,18,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South West,RK9,University Hospitals Plymouth NHS Trust,4820,26010,0.185,116,13,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,7060,37930,0.186,117,21,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,South East,RVV,East Kent Hospitals University NHS Foundation Trust,7870,37565,0.21,118,17,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North West,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",4385,20640,0.212,119,15,19,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,5025,21900,0.229,120,16,19,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North West,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,4780,20475,0.233,121,17,19,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North West,RJR,Countess of Chester Hospital NHS Foundation Trust,3770,14585,0.258,122,18,19,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),A&E,>12 hours,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,5275,19130,0.276,123,19,19,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North West,RMC,BOLTON NHS FOUNDATION TRUST,4632,5193,0.892,1,1,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,London,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,4679,5347,0.875,2,1,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,Midlands,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,4963,5698,0.871,3,1,20,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,Midlands,RBK,WALSALL HEALTHCARE NHS TRUST,1953,2288,0.854,4,2,20,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North East,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,4270,5010,0.852,5,1,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,Midlands,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,4310,5061,0.852,5,3,20,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North East,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,4713,5564,0.847,7,2,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,East,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6445,7633,0.844,8,1,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South East,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,5713,6781,0.843,9,1,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North West,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,3077,3668,0.839,10,2,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South East,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,2747,3281,0.837,11,2,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,London,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,4823,5765,0.837,11,2,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,East,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,4536,5431,0.835,13,2,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South West,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,4010,4815,0.833,14,1,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,London,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,6616,7953,0.832,15,3,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,Midlands,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,3299,3970,0.831,16,4,20,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,London,RJ6,CROYDON HEALTH SERVICES NHS TRUST,3997,4821,0.829,17,4,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South East,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,6211,7494,0.829,17,3,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North West,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,4440,5359,0.829,17,3,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South East,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,5859,7084,0.827,20,4,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,London,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,3139,3802,0.826,21,5,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North West,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,3416,4139,0.825,22,4,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North West,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",4122,5021,0.821,23,5,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North East,RXF,MID YORKSHIRE TEACHING NHS TRUST,5738,7009,0.819,24,3,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,London,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,4527,5530,0.819,24,6,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South West,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,7141,8724,0.819,24,2,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North East,RCF,AIREDALE NHS FOUNDATION TRUST,1702,2083,0.817,27,4,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South East,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,5183,6345,0.817,27,5,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South East,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,4708,5789,0.813,29,6,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North West,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,5075,6248,0.812,30,6,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North East,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,9396,11607,0.81,31,5,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North East,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,4991,6173,0.809,32,6,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South East,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,7817,9675,0.808,33,7,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North East,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,3994,4948,0.807,34,7,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North East,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,2594,3213,0.807,34,7,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South West,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,5785,7182,0.805,36,3,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South West,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,8287,10298,0.805,36,3,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,Midlands,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,10236,12717,0.805,36,5,20,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,London,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,5953,7408,0.804,39,7,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South West,RVJ,NORTH BRISTOL NHS TRUST,7349,9136,0.804,39,5,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,London,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,6054,7600,0.797,41,8,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,London,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",6078,7640,0.796,42,9,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North East,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,2457,3085,0.796,42,9,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North East,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,3181,4009,0.793,44,10,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North West,RWJ,STOCKPORT NHS FOUNDATION TRUST,2637,3324,0.793,44,7,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,Midlands,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,4689,5910,0.793,44,6,20,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South West,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,4304,5437,0.792,47,6,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,London,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,3310,4193,0.789,48,10,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,East,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,5046,6392,0.789,48,3,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South East,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,4858,6171,0.787,50,8,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,Midlands,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,5884,7484,0.786,51,7,20,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North East,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,4167,5308,0.785,52,11,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North East,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3638,4640,0.784,53,12,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,Midlands,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,3506,4471,0.784,53,8,20,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,London,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,2819,3610,0.781,55,11,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North East,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,6059,7756,0.781,55,13,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South East,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,4946,6343,0.78,57,9,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South West,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,6769,8673,0.78,57,7,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South East,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7255,9315,0.779,59,10,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South West,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,4405,5658,0.779,59,8,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,Midlands,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST                     ,6556,8431,0.778,61,9,20,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,London,R1H,BARTS HEALTH NHS TRUST,7844,10089,0.777,62,12,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North West,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,5011,6446,0.777,62,8,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,North East,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,3349,4312,0.777,62,14,21,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,Midlands,RLQ,WYE VALLEY NHS TRUST,2217,2859,0.775,65,10,20,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,East,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8290,10704,0.774,66,4,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South East,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,13243,17109,0.774,66,11,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,7189,9317,0.772,68,13,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South West,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,6220,8068,0.771,69,9,13,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,Midlands,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,6684,8709,0.767,70,11,20,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,South East,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,6154,8019,0.767,70,12,17,3,"Jan, Feb, Mar",,Yes
Q4 (2024/25),Cancer,28 Days FDS,Midlands,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,3594,4690,0.766,72,12,20,3,"Jan, Feb, Mar",,Yes
